formula,lg_conductivity,row_id,split,temperature,feat_n_elements,feat_entropy,feat_max_fraction,feat_min_fraction,feat_anion_fraction,frac_K,frac_Ba,frac_Na,frac_Sr,frac_Li,frac_Ca,frac_La,frac_Ce,frac_Pr,frac_Nd,frac_Sm,frac_Eu,frac_Y,frac_Er,frac_Lu,frac_Hf,frac_Mg,frac_Zr,frac_Sc,frac_Ta,frac_Ti,frac_Mn,frac_Nb,frac_Al,frac_V,frac_Zn,frac_Cr,frac_Cd,frac_In,frac_Ga,frac_Fe,frac_Co,frac_Si,frac_Ni,frac_Ag,frac_Sn,frac_Ge,frac_Bi,frac_B,frac_Sb,frac_Te,frac_Mo,frac_P,frac_H,frac_Ru,frac_W,frac_Se,frac_S,frac_I,frac_Br,frac_N,frac_Cl,frac_O,frac_F,feat_electronegativity_mean,feat_electronegativity_min,feat_electronegativity_max,feat_electronegativity_range,feat_electronegativity_std,feat_atomic_mass_mean,feat_atomic_mass_min,feat_atomic_mass_max,feat_atomic_mass_range,feat_atomic_mass_std,feat_atomic_radius_mean,feat_atomic_radius_min,feat_atomic_radius_max,feat_atomic_radius_range,feat_atomic_radius_std,feat_mendeleev_number_mean,feat_mendeleev_number_min,feat_mendeleev_number_max,feat_mendeleev_number_range,feat_mendeleev_number_std,feat_period_mean,feat_period_min,feat_period_max,feat_period_range,feat_period_std,feat_group_mean,feat_group_min,feat_group_max,feat_group_range,feat_group_std,feat_electron_affinity_mean,feat_electron_affinity_min,feat_electron_affinity_max,feat_electron_affinity_range,feat_electron_affinity_std,feat_avg_cationic_radius_mean,feat_avg_cationic_radius_min,feat_avg_cationic_radius_max,feat_avg_cationic_radius_range,feat_avg_cationic_radius_std,feat_oxidation_state_mean,feat_oxidation_state_min,feat_oxidation_state_max,feat_oxidation_state_range,feat_oxidation_state_std
Li1.2Al0.2Ge1.8(PO4)3,-4.1001794975729,533,train,298.0,5,1.0294638497997788,0.6593406593406593,0.01098901098901099,0.6593406593406593,0.0,0.0,0.0,0.0,0.06593406593406594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09890109890109891,0.0,0.0,0.0,0.0,0.0,0.16483516483516483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6593406593406593,0.0,2.9102197802197804,0.98,3.44,2.46,0.7841800897976922,23.592944709890112,6.941,72.64,65.699,17.4162331349754,0.7934065934065934,0.6,1.45,0.85,0.28815525340763287,91.40659340659342,12.0,101.0,89.0,21.990996170499997,2.3736263736263736,2.0,4.0,2.0,0.6571391818780683,14.615384615384615,1.0,16.0,15.0,3.684745002193759,1.253858609087912,0.432835,1.461112979,1.0282779789999998,0.3237899308279581,0.2335714285714286,0.0,0.9,0.9,0.33519986305883614,-0.879120879120879,-2.0,3.0,5.0,1.5909669336359686
(Li2O)50(LiF)20(P2O5)30,-4.097453221,534,test,379.0,4,1.1421200429883351,0.5,0.05,0.55,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.05,2.5415,0.98,3.98,3.0,1.1212193139613675,15.677984460000001,6.941,30.973762,24.032762,7.654900641052346,0.91,0.5,1.45,0.95,0.3809855640309748,72.7,12.0,102.0,90.0,39.92004509015489,2.15,2.0,3.0,1.0,0.3570714214271425,11.4,1.0,17.0,16.0,6.822023160324216,1.1980221132,0.61804922,3.401189824,2.7831406039999997,0.6393609480583112,0.36350000000000005,0.0,0.9,0.9,0.3983249301763574,-0.5,-2.0,1.6666666666666667,3.666666666666667,1.5864005379054391
Li6.8La3Zr1.9Mo0.1O12,-4.09691001300806,535,train,298.0,5,1.1890530470334586,0.5042016806722689,0.004201680672268907,0.5042016806722689,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.12605042016806722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07983193277310924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004201680672268907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5042016806722689,0.0,2.268361344537815,0.98,3.44,2.46,1.1869275018467678,35.24485756302521,6.941,138.90547,131.96447,45.119406714923855,1.0924369747899159,0.6,1.95,1.35,0.5184065216199301,62.659663865546214,12.0,101.0,89.0,40.004906882492925,2.756302521008403,2.0,6.0,4.0,1.4836157657607352,9.07563025210084,1.0,16.0,15.0,7.039694970313074,1.0212899976470586,0.433289,1.461112979,1.0278239789999999,0.4461145760391328,0.47678571428571426,0.0,1.172,1.172,0.4886840762195349,-0.004201680672268893,-2.0,5.0,7.0,2.1952927087229086
Li1.4Al0.4Ge1.0Ti0.6(PO4)3,-4.096910013,536,train,298.0,6,1.123613375064898,0.6521739130434783,0.02173913043478261,0.6521739130434783,0.0,0.0,0.0,0.0,0.07608695652173914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03260869565217391,0.0,0.0,0.02173913043478261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05434782608695653,0.0,0.0,0.0,0.0,0.0,0.16304347826086957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6521739130434783,0.0,2.8695652173913047,0.98,3.44,2.46,0.8315424549849179,22.107842469565217,6.941,72.64,65.699,14.682763858369114,0.8054347826086957,0.6,1.45,0.85,0.30310499344458136,89.42391304347828,12.0,101.0,89.0,24.39718163322585,2.3586956521739135,2.0,4.0,2.0,0.6355675611323356,14.130434782608695,1.0,16.0,15.0,4.346956434765213,1.2005211629891304,0.075545,1.461112979,1.385567979,0.3972803042688705,0.2424456521739131,0.0,0.9,0.9,0.3434402052505584,-0.7246376811594201,-2.0,4.0,6.0,1.8314276628313757
Li6.46Al0.15La3Zr1.95O11.86,-4.080921908,537,train,298.0,5,1.2023813801387548,0.5064047822374039,0.0064047822374039285,0.5064047822374039,0.0,0.0,0.0,0.0,0.27583262169086253,0.0,0.12809564474807858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08326216908625107,0.0,0.0,0.0,0.0,0.0,0.0064047822374039285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5064047822374039,0.0,2.2743040136635355,0.98,3.44,2.46,1.1848723777140726,35.57823163065756,6.941,138.90547,131.96447,45.23532269919539,1.0906490179333903,0.6,1.95,1.35,0.5194776713408054,63.27625960717336,12.0,101.0,89.0,39.77523453958474,2.7685738684884718,2.0,6.0,4.0,1.4881494644892317,9.178906917164817,1.0,16.0,15.0,7.0164512673234,1.0206607725081127,0.432835,1.461112979,1.0282779789999998,0.4487374682446884,0.4743061485909479,0.0,1.172,1.172,0.48878124783708043,-0.00042698548249348045,-2.0,4.0,6.0,2.200943006207393
Li1.3Sc0.3Hf1.7(PO4)3,-4.079876674,538,test,298.0,5,1.0491597269087969,0.6557377049180328,0.01639344262295082,0.6557377049180328,0.0,0.0,0.0,0.0,0.07103825136612023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09289617486338798,0.0,0.0,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6557377049180328,0.0,2.8274316939890713,0.98,3.44,2.46,0.8984178348574935,33.38017265573771,6.941,178.49,171.549,46.978701748307074,0.830601092896175,0.6,1.6,1.0,0.35300144645736425,86.79234972677595,12.0,101.0,89.0,27.065202518639296,2.5683060109289624,2.0,6.0,4.0,1.180201369460962,13.442622950819672,1.0,16.0,15.0,5.0749290236947,1.1438896247540984,0.17807,1.461112979,1.283042979,0.46196185429271175,0.247568306010929,0.0,0.9,0.9,0.35468059128886814,-0.5464480874316939,-2.0,4.0,6.0,2.117696093964934
Li1.3Al0.27Sc0.03Ti1.7(PO4)3,-4.07211659,539,train,413.0,6,1.054488955980788,0.6557377049180328,0.001639344262295082,0.6557377049180328,0.0,0.0,0.0,0.0,0.07103825136612023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001639344262295082,0.0,0.09289617486338798,0.0,0.0,0.01475409836065574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6557377049180328,0.0,2.853415300546448,0.98,3.44,2.46,0.8566321635282146,20.980599933442623,6.941,47.867,40.925999999999995,10.736390667293104,0.811502732240437,0.6,1.6,1.0,0.3164612800893871,87.78524590163934,12.0,101.0,89.0,25.645082844862486,2.3677595628415298,2.0,4.0,2.0,0.6492946211324276,13.590163934426227,1.0,16.0,15.0,4.9119361118166145,1.1381049410327868,0.075545,1.461112979,1.385567979,0.4759025881623302,0.24462477231329688,0.0,0.9,0.9,0.3502529514501893,-0.5464480874316938,-2.0,4.0,6.0,2.1176960939649336
Li1.2Ti2Si0.2P2.8O12,-4.06550154875643,540,train,298.0,5,1.0341135274701638,0.6593406593406593,0.01098901098901099,0.6593406593406593,0.0,0.0,0.0,0.0,0.06593406593406594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10989010989010989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6593406593406593,0.0,2.8597802197802196,0.98,3.44,2.46,0.8517634945204883,21.34063920879121,6.941,47.867,40.925999999999995,11.161628694067746,0.8109890109890109,0.6,1.45,0.85,0.31751111409138,87.76923076923076,12.0,101.0,89.0,25.36462749538642,2.3846153846153846,2.0,4.0,2.0,0.6756231274259076,13.516483516483516,1.0,16.0,15.0,4.968831727201554,1.1425557459340658,0.075545,1.461112979,1.385567979,0.48471481195286037,0.2434798534798535,0.0,0.9,0.9,0.3515313306892354,-0.5567765567765568,-2.0,4.0,6.0,2.139833814741914
Li2Ti0.75Ta0.25O3.125,-4.045757491,541,test,573.0,4,1.0965107806814482,0.5102040816326531,0.04081632653061224,0.5102040816326531,0.0,0.0,0.0,0.0,0.32653061224489793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04081632653061224,0.12244897959183673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5102040816326531,0.0,2.3248979591836734,0.98,3.44,2.46,1.1524917502896197,23.676301224489794,6.941,180.94788,174.00688,34.68056376446138,1.0102040816326532,0.6,1.45,0.85,0.4189368945509494,63.816326530612244,12.0,101.0,89.0,40.09920019019554,2.4081632653061225,2.0,6.0,4.0,0.988058647911037,9.183673469387756,1.0,16.0,15.0,7.041200817659034,0.9699510296938775,0.075545,1.461112979,1.385567979,0.5274917528476887,0.43163265306122445,0.0,0.9,0.9,0.4409587433712436,-1.1102230246251565e-16,-2.0,5.0,7.0,2.312344865176949
Li1.1Y0.1Hf1.9(PO4)3,-4.037157319,542,train,298.0,5,1.0059217871296122,0.6629834254143646,0.0055248618784530384,0.6629834254143646,0.0,0.0,0.0,0.0,0.06077348066298342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055248618784530384,0.0,0.0,0.10497237569060772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16574585635359115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6629834254143646,0.0,2.8464088397790057,0.98,3.44,2.46,0.8845136808634253,35.390650331491706,6.941,178.49,171.549,49.66995360432232,0.8243093922651934,0.6,1.8,1.2000000000000002,0.35043807370624785,87.99447513812156,12.0,101.0,89.0,25.243673730234935,2.6022099447513813,2.0,6.0,4.0,1.237889658552785,13.591160220994476,1.0,16.0,15.0,4.90785020976716,1.1504143337016577,0.17807,1.461112979,1.283042979,0.45976861114206713,0.24082872928176793,0.0,1.04,1.04,0.3509763468963482,-0.552486187845304,-2.0,4.0,6.0,2.1440972736921617
Li5.5La3Nb1.75Y0.25O12,-4.03715731879876,543,train,298.0,5,1.1969115221268771,0.5333333333333333,0.011111111111111112,0.5333333333333333,0.0,0.0,0.0,0.0,0.24444444444444444,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,2.358888888888889,0.98,3.44,2.46,1.1656085148438746,36.96432611111111,6.941,138.90547,131.96447,45.975431843916226,1.067222222222222,0.6,1.95,1.35,0.5229808319788442,65.6,12.0,101.0,89.0,39.280982110374424,2.8,2.0,6.0,4.0,1.514375558880073,9.6,1.0,16.0,15.0,6.9182528301748425,1.079491127022222,0.3112922,1.461112979,1.149820779,0.41790572941499404,0.45159999999999995,0.0,1.172,1.172,0.49144432938928995,1.1796119636642288e-16,-2.0,5.0,7.0,2.3711225658371653
Li0.5La0.5TiO3,-4.030118356,544,train,383.0,4,1.0888999753452238,0.6,0.1,0.6,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,2.58,0.98,3.44,2.46,1.0654201049351377,33.757687000000004,6.941,138.90547,131.96447,37.50396904486405,0.98,0.6,1.95,1.35,0.48795491595023405,75.3,12.0,101.0,89.0,33.0758219852508,2.8,2.0,6.0,4.0,1.3266499161421599,10.8,1.0,16.0,15.0,6.4156059729381765,1.0093363294,0.075545,1.461112979,1.385567979,0.5766944826746587,0.37753333333333333,0.0,1.172,1.172,0.4699938344749263,1.1102230246251565e-16,-2.0,4.0,6.0,2.569046515733026
Li1.2Lu0.2Hf1.8(PO4)3,-4.009217308,545,train,298.0,5,1.0294638497997788,0.6593406593406593,0.01098901098901099,0.6593406593406593,0.0,0.0,0.0,0.0,0.06593406593406594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01098901098901099,0.09890109890109891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16483516483516483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6593406593406593,0.0,2.8362637362637364,0.98,3.44,2.46,0.892601640534534,35.68783989010989,6.941,178.49,171.549,50.4355207470174,0.8285714285714285,0.6,1.75,1.15,0.3543406550806923,87.38461538461539,12.0,101.0,89.0,26.194861181624887,2.6043956043956045,2.0,6.0,4.0,1.2481117243517086,13.516483516483516,1.0,16.0,15.0,4.993099936412551,1.1474253924175823,0.17807,1.461112979,1.283042979,0.46026218144976155,0.2450659340659341,0.0,1.001,1.001,0.35451228848329924,-0.5494505494505494,-2.0,4.0,6.0,2.1308671793894924
Li9Ba0.5GeP2S12,-4.00086945871263,546,test,298.0,5,1.1319946781906038,0.4897959183673469,0.02040816326530612,0.4897959183673469,0.0,0.02040816326530612,0.0,0.0,0.3673469387755102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.08163265306122448,0.0,0.0,0.0,0.0,0.4897959183673469,0.0,0.0,0.0,0.0,0.0,0.0,1.9026530612244898,0.89,2.58,1.69,0.7520469359815253,26.5510213877551,6.941,137.327,130.386,22.246116752080283,1.1989795918367347,1.0,2.15,1.15,0.2536448175324264,61.51020408163265,12.0,94.0,82.0,39.37580446809145,2.7346938775510203,2.0,6.0,4.0,0.722114531140985,10.040816326530612,1.0,16.0,15.0,7.168409107293568,1.358608234,0.144626,2.07710426,1.9324782600000001,0.7180616897724184,0.6675510204081633,0.47,1.49,1.02,0.23307641395872028,1.7959183673469388,0.6666666666666666,2.5,1.8333333333333335,0.7278593673521228
(Ag0.33Li0.67)0.27La0.57TiO3,-4.0,547,train,298.0,5,1.0705757011791808,0.6198347107438017,0.018409090909090913,0.6198347107438017,0.0,0.0,0.0,0.0,0.03737603305785125,0.0,0.11776859504132231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2066115702479339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018409090909090913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6198347107438017,0.0,2.65211673553719,0.98,3.44,2.46,1.0188821418679603,38.41074409504132,6.941,138.90547,131.96447,40.55851291958522,0.9744555785123967,0.6,1.95,1.35,0.5020567337819725,78.7824173553719,12.0,101.0,89.0,29.666372717092514,2.9395247933884296,2.0,6.0,4.0,1.4119910702419967,11.336983471074381,1.0,16.0,15.0,6.064739915231008,1.0340328345450414,0.075545,1.461112979,1.385567979,0.5808805922664687,0.367631955922865,0.0,1.172,1.172,0.4780036560675002,-0.004132231404958664,-2.0,4.0,6.0,2.6269391639215036
La3Zr2Ga0.5Li5.5O12,-4.0,548,test,298.0,5,1.2428615228156024,0.5217391304347826,0.021739130434782608,0.5217391304347826,0.0,0.0,0.0,0.0,0.2391304347826087,0.0,0.13043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5217391304347826,0.0,2.3276086956521738,0.98,3.44,2.46,1.169963181848432,37.57366130434783,6.941,138.90547,131.96447,45.59952264546306,1.0771739130434783,0.6,1.95,1.35,0.5214639219813451,65.89130434782608,12.0,101.0,89.0,38.83926087421333,2.8260869565217392,2.0,6.0,4.0,1.5080126257412718,9.608695652173912,1.0,16.0,15.0,6.907709180673699,1.0270620057826085,0.30116615,1.461112979,1.159946829,0.45734757163733925,0.4593913043478261,0.0,1.172,1.172,0.4885570358880219,0.0,-2.0,4.0,6.0,2.255428234668337
LiCe(BH4)3Cl,-3.98716277529483,549,train,298.0,5,1.0506652765928128,0.6666666666666666,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,2.098888888888889,0.98,3.16,2.18,0.43901264078091434,12.613237777777778,1.00794,140.116,139.10806000000002,32.00409940341455,0.5472222222222223,0.25,1.85,1.6,0.4744798971921847,90.94444444444444,12.0,103.0,91.0,25.37381025611999,1.6111111111111112,1.0,6.0,5.0,1.2082535094961968,3.9999999999999996,1.0,17.0,16.0,5.426273532033235,0.8178025999999999,0.27972325,3.61272528,3.33300203,0.6998413064473894,0.19694444444444442,0.0,1.08,1.08,0.3244445633561426,0.9166666666666666,0.0,3.5,3.5,1.3768926368215255
La3Li5.08Ta1.51Zr0.39O12,-3.98716277529483,550,train,298.0,5,1.1963041903520337,0.545950864422202,0.017743403093721567,0.545950864422202,0.0,0.0,0.0,0.0,0.2311191992720655,0.0,0.1364877161055505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017743403093721567,0.0,0.06869881710646042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545950864422202,0.0,2.3813512283894447,0.98,3.44,2.46,1.167392879867476,43.34750449499545,6.941,180.94788,174.00688,57.46632446003276,1.0559599636032755,0.6,1.95,1.35,0.5229544074953704,66.86032757051865,12.0,101.0,89.0,38.84869579473476,2.873976342129208,2.0,6.0,4.0,1.636716381244508,9.790263876251137,1.0,16.0,15.0,6.882951986381921,1.0469174036806186,0.32885923,1.461112979,1.132253749,0.45930477016426574,0.4395632393084622,0.0,1.172,1.172,0.49069762445792575,-0.03685168334849857,-2.0,5.0,7.0,2.3755670759854928
Li0.228La0.59TiO3,-3.974694135,551,test,487.0,4,1.02286613790596,0.6226650062266501,0.04732254047322541,0.6226650062266501,0.0,0.0,0.0,0.0,0.04732254047322541,0.0,0.12245745122457452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20755500207555003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6226650062266501,0.0,2.642681610626816,0.98,3.44,2.46,1.0346313591386733,37.23577735574927,6.941,138.90547,131.96447,40.16852990211976,0.971585720215857,0.6,1.95,1.35,0.5021239829053249,78.08343711083437,12.0,101.0,89.0,30.57456047250136,2.904939809049398,2.0,6.0,4.0,1.4037888622912744,11.20755500207555,1.0,16.0,15.0,6.185731331392993,1.0229870106185137,0.075545,1.461112979,1.385567979,0.5832002585826063,0.3628780960287809,0.0,1.172,1.172,0.4747667626696643,-0.0004151100041510646,-2.0,4.0,6.0,2.638366821974056
Li0.33La0.56Ti0.94Al0.06O2.94F0.06,-3.97469413473523,552,test,298.0,6,1.1609765611083045,0.6012269938650308,0.012269938650306749,0.6134969325153375,0.0,0.0,0.0,0.0,0.06748466257668713,0.0,0.114519427402863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19222903885480572,0.0,0.0,0.012269938650306749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6012269938650308,0.012269938650306749,2.624948875255624,0.98,3.98,3.0,1.0534514543686453,35.760655564008175,6.941,138.90547,131.96447,39.2652097053911,0.9724948875255621,0.5,1.95,1.45,0.4970414643206602,77.34969325153374,12.0,102.0,90.0,31.476066229830536,2.85480572597137,2.0,6.0,4.0,1.3721530903517638,11.167689161554192,1.0,17.0,16.0,6.244220147710418,1.0455844708179958,0.075545,3.401189824,3.325644824,0.6300763325717302,0.3696496250852079,0.0,1.172,1.172,0.47004127887347114,0.0020449897750509645,-2.0,4.0,6.0,2.5887115155728253
Li6.5La3Zr1.75Te0.25O12,-3.972242795,553,train,302.85,5,1.2032053210680838,0.5106382978723404,0.010638297872340425,0.5106382978723404,0.0,0.0,0.0,0.0,0.2765957446808511,0.0,0.1276595744680851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07446808510638298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010638297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5106382978723404,0.0,2.2894680851063827,0.98,3.44,2.46,1.1831218773402061,35.973094042553186,6.941,138.90547,131.96447,45.89175130730681,1.0867021276595743,0.6,1.95,1.35,0.5192658243890615,63.734042553191486,12.0,101.0,89.0,39.93350204759687,2.7659574468085104,2.0,6.0,4.0,1.49057701175634,9.29787234042553,1.0,16.0,15.0,7.043677997210256,1.0414591043829786,0.433289,1.9708757,1.5375866999999999,0.4540291944840481,0.47222340425531917,0.0,1.172,1.172,0.49009018176326635,-0.03723404255319146,-2.0,4.0,6.0,2.173632318461975
Li1.1Fe0.1Hf1.9(PO4)3,-3.970616222,554,train,298.0,5,1.0059217871296124,0.6629834254143646,0.0055248618784530384,0.6629834254143646,0.0,0.0,0.0,0.0,0.06077348066298342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10497237569060772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055248618784530384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16574585635359115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6629834254143646,0.0,2.8497790055248617,0.98,3.44,2.46,0.8794579921754199,35.20799370165746,6.941,178.49,171.549,49.53342204026339,0.8220994475138121,0.6,1.55,0.9500000000000001,0.34550469298205333,88.19337016574585,12.0,101.0,89.0,24.885842348923283,2.596685082872928,2.0,6.0,4.0,1.2293779836950285,13.618784530386739,1.0,16.0,15.0,4.8620165726237365,1.149541096961326,0.15323635,1.461112979,1.307876629,0.46150832926166385,0.239792817679558,0.0,0.9,0.9,0.34888653572514483,-0.5552486187845305,-2.0,4.0,6.0,2.1398363741151147
